A,B,C,D,E,F,G,H,I,J,K,L,M
0.04220497204350561,168.959197746567,6.284173487052658,0.0,1.7496727533949896,40.58207775193145,319.8043350949445,15.893031634564123,52.663442250224804,1808.010428053331,40.5471504506756,1965.2741051724051,44.65392154641526
0.027742892458825757,168.959197746567,6.284173487052658,0.0,1.7496727533949896,37.459117321156135,312.6876878605646,16.321228634269243,52.663442250224804,1808.010428053331,40.5471504506756,1965.2741051724051,51.969710856956254
0.2773051728376302,0.0,28.538219046707024,0.0,2.016571986963717,36.28869081995487,366.95212302271096,17.012497563134513,30.093395571557036,2475.8340996766337,40.5471504506756,1965.2741051724051,31.333663650807615
0.19654028031455228,0.0,28.538219046707024,0.0,2.016571986963717,32.66255637931734,341.1542767980841,15.909954390241092,30.093395571557036,2475.8340996766337,40.5471504506756,1962.0060756702292,68.80982964725814
1.482478471560951,0.0,28.538219046707024,0.0,2.016571986963717,27.1987429461395,168.13079091222392,12.919754743198519,30.093395571557036,2475.8340996766337,40.5471504506756,1735.2741500571165,87.23733668418686
0.4446119146062544,0.0,28.538219046707024,0.0,2.016571986963717,33.48294878670139,234.84935873453503,13.539742973909284,30.093395571557036,2475.8340996766337,40.5471504506756,1965.2741051724051,41.272094412297264
0.14720270737125124,0.0,28.538219046707024,0.0,2.016571986963717,32.94148979782791,402.0905687424615,14.533057451069542,30.093395571557036,2475.8340996766337,40.5471504506756,1962.303169261336,80.88778369767958
0.15152839356363507,0.0,28.538219046707024,0.0,2.016571986963717,34.27052549779009,368.2864943791572,16.731990067519302,30.093395571557036,2475.8340996766337,40.5471504506756,1947.8941300926494,54.523335427616786
0.20767793787101518,0.0,28.538219046707024,0.0,2.016571986963717,35.9167795952741,388.3020647258505,18.472982659134725,30.093395571557036,2475.8340996766337,40.5471504506756,1959.2827177517488,64.04766490737768
0.1426295176776127,0.0,28.538219046707024,0.0,2.016571986963717,31.202257894173712,345.6021813195714,20.230385195649028,30.093395571557036,2475.8340996766337,40.5471504506756,1962.89735644355,79.36941233134088
0.17902940760078007,0.0,28.538219046707024,0.0,2.016571986963717,32.345337981795495,370.0656561877522,20.50525177270525,30.093395571557036,2475.8340996766337,40.5471504506756,1934.574434091355,126.50794156812853
0.13793820131292076,0.0,28.538219046707024,0.0,2.016571986963717,31.623392663297526,318.914754190647,20.674992140253025,30.093395571557036,2475.8340996766337,40.5471504506756,1965.2741051724051,110.01290717926727
0.22613944903278851,0.0,28.538219046707024,0.0,2.016571986963717,34.90496229283376,298.89918384395367,18.115040736027932,30.093395571557036,2475.8340996766337,40.5471504506756,1956.9059690228933,71.50148797849491
0.2674556585036067,0.0,28.538219046707024,0.0,2.016571986963717,33.433725242258355,261.53678586345944,20.522174528382216,30.093395571557036,2475.8340996766337,40.5471504506756,1961.9565600717115,87.85848860677996
0.09427633365975663,0.0,21.273945107545234,0.0,1.8275183631858682,35.14561073233309,232.6254064737913,23.283660568396666,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,49.69215380744821
0.10214581998374228,0.0,21.273945107545234,0.0,1.8275183631858682,34.8721465965384,241.52121551676612,23.283660568396666,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,47.41459675794016
0.1975190441604233,0.0,21.273945107545234,0.0,1.8275183631858682,33.039936886714,221.95043562222153,24.210309644405225,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,53.14299782185433
0.15970725926418916,0.0,21.273945107545234,0.0,1.8275183631858682,31.21866574232139,330.4793059465143,24.210309644405225,37.61674446444629,2337.382850681559,43.19152982789358,1936.7036048276213,81.02581745825582
0.19186583918858224,0.0,21.273945107545234,0.0,1.8275183631858682,35.08544862245826,178.36097131164496,24.210309644405225,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,42.23833073633098
0.10792277670621064,0.0,21.273945107545234,0.0,1.8275183631858682,35.172957145912555,65.38419646586486,27.773318930574288,37.61674446444629,2337.382850681559,43.19152982789358,1949.3300824496664,35.06057518636623
0.17070428983130276,0.0,21.273945107545234,0.0,1.8275183631858682,34.5221125027212,128.544440670986,27.773318930574288,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,42.445381377195346
0.13558129297142685,0.0,21.273945107545234,0.0,1.8275183631858682,33.26964676078154,194.37342758899968,27.773318930574288,37.61674446444629,2337.382850681559,43.19152982789358,1965.2741051724051,88.27258988850869
0.03722115154096716,0.0,9.339780778922298,0.0,1.705189547800202,32.093750976864385,114.75593665437508,26.741030834279194,30.093395571557036,3502.0021804636594,37.241676229153136,1893.674549715633,68.80982964725814
0.03782303505538207,0.0,9.339780778922298,0.0,1.705189547800202,34.63696743975497,76.50395776958337,26.741030834279194,30.093395571557036,3502.0021804636594,37.241676229153136,1857.8747719872467,50.65839013148192
0.025560361584124947,0.0,9.339780778922298,0.0,1.705189547800202,33.603273006451055,143.22252559189448,30.120453861892045,30.093395571557036,3502.0021804636594,37.241676229153136,1824.9964145714123,62.73634418190336
0.02825477470005713,179.19914912514685,17.468849234650964,0.0,1.6232663108298007,31.207727176889605,126.32048841024232,34.05422534062015,7.523348892889259,2475.8340996766337,37.241676229153136,1951.0136127992723,85.78798219813628
0.01949652580338404,179.19914912514685,17.468849234650964,0.0,1.6232663108298007,32.98524405955506,103.63617535065656,34.05422534062015,7.523348892889259,2475.8340996766337,37.241676229153136,1793.702556308148,54.04021726559992
0.0285922794744954,0.0,14.960945136607016,0.0,1.909070906776313,34.54398963358477,169.46516226867018,33.11937129216215,37.61674446444629,1824.298810288046,44.513719516502576,1929.6723898380903,39.20158800365358
0.021026547447504193,0.0,14.960945136607016,0.0,1.909070906776313,34.51117393728941,171.24432407726513,33.11937129216215,37.61674446444629,1824.298810288046,44.513719516502576,1928.137406284038,46.58639419448269
0.022280940192499762,0.0,14.960945136607016,0.0,1.909070906776313,33.01805975585042,153.4527059913155,30.693263501018535,37.61674446444629,1824.298810288046,44.513719516502576,1965.2741051724051,55.28252111078612
0.019277147699999164,0.0,14.960945136607016,0.0,1.909070906776313,32.09922025958028,205.93797934486687,26.825644612664036,37.61674446444629,1824.298810288046,44.513719516502576,1965.2741051724051,67.63654268236006
0.017105866984446293,0.0,14.960945136607016,0.0,1.909070906776313,32.24142161019351,265.0951094806494,28.794325189751405,37.61674446444629,1824.298810288046,44.513719516502576,1954.9253450821802,72.88182558425737
0.01859651307154865,0.0,14.960945136607016,0.0,1.909070906776313,33.13838397560009,165.90683865148023,24.677480263245183,37.61674446444629,1824.298810288046,44.513719516502576,1961.5109196850508,58.73336512519225
0.030921062418119462,0.0,14.960945136607016,0.0,1.909070906776313,32.733657054623954,201.9348652755282,24.677480263245183,37.61674446444629,1824.298810288046,44.513719516502576,1965.2741051724051,67.22244140063133
0.0345998644594966,0.0,14.960945136607016,0.0,1.909070906776313,32.64067924845376,260.20241450701326,24.677480263245183,37.61674446444629,1824.298810288046,44.513719516502576,1965.2741051724051,64.1166817876658
0.007318228525736478,179.19914912514685,4.381625550605523,0.0,1.6384647394080198,39.60307614578647,219.2816929093291,36.091109751193486,7.523348892889259,2312.9502773294867,34.156566955732174,1954.5787358925556,37.89026727817926
0.014051448775779954,0.0,5.44820545437134,0.0,1.9201917081750097,35.76910896194497,265.5398999327981,32.137338652119865,7.523348892889259,3436.848651524801,35.038026748138165,1930.910279801036,59.699601449225966
0.014304577356608658,281.598662910945,10.89641090874268,0.0,1.7941559589897773,36.62231706562439,250.8618150118897,29.39482661089475,37.61674446444629,3013.3507134222186,38.78423086586363,1965.2741051724051,49.55412004687196
0.01715086762103806,281.598662910945,10.89641090874268,0.0,1.7941559589897773,37.59584938905347,124.98611705379611,33.15526804662844,37.61674446444629,3013.3507134222186,38.78423086586363,1921.0566756959895,31.81678181282448
0.01751087271377222,0.0,12.654826425762003,0.0,1.6384647394080198,32.89226625338487,215.72336929213918,41.09460451301725,22.570046678667776,2866.7552733097864,41.4286102430816,1909.5195412413364,72.674774943393
0.03466174033481028,0.0,12.654826425762003,0.0,1.6384647394080198,32.2578294583412,232.6254064737913,41.09460451301725,22.570046678667776,2866.7552733097864,41.4286102430816,1805.3882375583541,87.44438732505122
0.010518898803326068,435.1979335896423,11.962990812508501,0.0,1.5902746000136663,35.63784617676352,123.20695524520113,43.76993834231258,30.093395571557036,2858.611082192429,39.44532571016812,1943.1406326349386,43.89473586324591
0.00844324444053071,409.59805514319277,5.7941232609980915,0.0,1.6125162028110605,36.28869081995487,132.10276428817596,42.78893132382648,30.093395571557036,2280.3735128600574,37.46204117725463,1935.7628084557828,41.34111129258538
0.01630710568494239,204.79902757159638,3.6033104856953315,0.0,1.5902746000136663,37.95135276558656,153.4527059913155,45.08683642044761,7.523348892889259,2728.3040243147116,43.41189477599507,1930.3656082173402,40.65094248970415
0.03493736923393487,204.79902757159638,3.6033104856953315,0.0,1.5902746000136663,35.49564482615028,197.4869607540408,45.08683642044761,7.523348892889259,2728.3040243147116,43.41189477599507,1965.2741051724051,41.272094412297264
0.044719382613070714,307.19854135739456,4.871675776660088,0.0,1.5235497916214846,35.982410987864824,159.67977232139785,54.923572765769265,30.093395571557036,3347.26254923387,40.32678550257411,1835.9393618438507,37.89026727817926
0.04074807643384708,307.19854135739456,4.871675776660088,0.0,1.5235497916214846,32.18125950031869,82.28623364751701,54.923572765769265,30.093395571557036,3347.26254923387,40.32678550257411,1942.6454766497602,53.76414974444743
0.00961326099191671,460.79781203609184,5.822949744883656,0.0,1.519842857821919,36.797334112532994,160.56935322569535,62.185999005079324,37.61674446444629,1522.9637389458242,37.46204117725463,1903.6767006162333,31.05759612965513
0.024193467247649956,409.59805514319277,5.505858422142466,0.0,1.5309636592206157,30.972548020106174,97.40910902057419,54.28461053626918,30.093395571557036,2720.159833197354,48.480288582329536,1895.4571112622748,55.55858863193862
0.05995772317895859,409.59805514319277,5.505858422142466,0.0,1.5309636592206157,32.46566220154516,86.73413816900441,54.28461053626918,30.093395571557036,2720.159833197354,48.480288582329536,1861.9845666642263,38.442402320484234
5.052986480979996,0.0,52.175935832868404,6.917893216597254,2.854339025665555,33.97518423113183,433.2259003928733,10.882870332625188,180.5603734293422,5424.031284159993,44.513719516502576,1870.3527028137385,121.46970930709563
2.165486883591677,0.0,52.175935832868404,6.917893216597254,2.854339025665555,34.976062968140376,404.7593114553539,12.846935612709744,180.5603734293422,5424.031284159993,44.513719516502576,1937.7434323964958,91.58540014233857
2.9260370175495956,0.0,52.175935832868404,6.917893216597254,2.854339025665555,33.51029520028086,370.9552370920497,13.962299055055414,180.5603734293422,5424.031284159993,44.513719516502576,1957.9953121902854,79.23137857076463
2.397020783935904,0.0,52.175935832868404,0.0,2.854339025665555,33.428255959542454,361.61463759692606,12.866935233055255,180.5603734293422,5424.031284159993,44.513719516502576,1934.7724964854262,87.44438732505122
2.5548661418611083,0.0,52.175935832868404,0.0,2.854339025665555,34.99247081628806,391.4155978908917,12.913601013861442,180.5603734293422,5424.031284159993,44.513719516502576,1854.6562580835882,53.76414974444743
2.1582530312595503,0.0,52.175935832868404,0.0,2.854339025665555,34.188486257051686,405.2041019075026,11.771571411055092,180.5603734293422,5424.031284159993,44.513719516502576,1736.2644620274727,97.93495312884585
2.0690280190572197,0.0,52.175935832868404,0.0,2.854339025665555,29.32629392262216,427.88841496708847,10.787487527900455,180.5603734293422,5424.031284159993,44.513719516502576,1885.5044759601924,70.32820101359684
2.375127974234008,0.0,52.175935832868404,6.917893216597254,2.854339025665555,31.738247600331295,395.8635024123791,9.767506890279519,180.5603734293422,5424.031284159993,44.513719516502576,1748.0986900732328,101.04071274181136
1.9543101462256518,0.0,52.175935832868404,6.917893216597254,2.661578468088141,48.020302245546915,368.73128483130597,9.767506890279519,180.5603734293422,5424.031284159993,44.513719516502576,1755.575545449424,36.5099296724168
2.562713127866798,0.0,52.175935832868404,0.0,2.661578468088141,19.47611575129756,390.970807438743,8.272663472147277,180.5603734293422,5424.031284159993,44.513719516502576,1756.3182794271913,49.140018765143225
2.079563793099268,0.0,52.175935832868404,0.0,2.661578468088141,27.144050118980566,406.5384732639489,8.985983264470415,180.5603734293422,5424.031284159993,44.513719516502576,1564.8414599587684,96.6236324033715
7.606345101515281,0.0,52.175935832868404,0.0,2.339075227525929,21.127839131497463,444.79045214874054,7.746519613826975,180.5603734293422,5424.031284159993,44.513719516502576,650.7339957212333,91.99950142406729
2.755287727081701,0.0,52.175935832868404,0.0,2.339075227525929,27.182335097991817,444.79045214874054,6.833203618048753,180.5603734293422,5424.031284159993,44.513719516502576,1859.409755541299,22.499502973927935
3.189408868282499,0.0,52.175935832868404,6.917893216597254,2.339075227525929,36.55121639031777,430.5571576799809,6.957303826346523,180.5603734293422,5424.031284159993,44.513719516502576,1858.4689591694607,25.743296347469695
3.678104531509965,0.0,52.175935832868404,6.917893216597254,2.339075227525929,38.37248753471038,433.670690845022,6.166036795753711,180.5603734293422,5424.031284159993,44.513719516502576,1941.2590398912612,20.428996565284262
5.193242215077394,0.0,52.175935832868404,0.0,2.339075227525929,33.9970613619954,444.79045214874054,5.995270806649754,180.5603734293422,5424.031284159993,44.513719516502576,1813.0136397300987,65.77308691458074
4.650393910791307,0.0,52.175935832868404,6.917893216597254,2.476231778109858,32.132035955875644,398.5322451252716,5.792710549304218,180.5603734293422,5424.031284159993,44.513719516502576,1722.5486412380358,61.28698969585279
6.2483946415629035,0.0,52.175935832868404,0.0,2.476231778109858,26.832301004174617,444.79045214874054,6.021424156332341,180.5603734293422,5424.031284159993,44.513719516502576,1965.2741051724051,239.971692761802
10.40538469752333,0.0,52.175935832868404,0.0,2.476231778109858,22.63189187836824,444.79045214874054,5.8306585468828755,180.5603734293422,5424.031284159993,44.513719516502576,1965.2741051724051,262.0570944540011
11.030274787395786,0.0,52.175935832868404,0.0,2.4873525795085554,39.99686450133082,435.44985265361703,6.750128271998179,180.5603734293422,5424.031284159993,44.513719516502576,1965.2741051724051,92.75868710723664
8.599621652687109,0.0,52.175935832868404,0.0,2.4873525795085554,36.36526077797738,414.98949185477494,6.896792154531908,180.5603734293422,5424.031284159993,44.513719516502576,1797.5152573940202,160.3952297895967
